"","date_of_interest","boro","case_count","probable_case_count","hospitalized_count","death_count","probable_death_count","case_count_7day_avg","all_case_count_7day_avg","hospitalized_count_7day_avg","death_count_7day_avg","all_death_count_7day_avg"
"748",2020-08-04,"Manhattan",38,7,5,1,0,43,48,5,1,1
"749",2020-08-05,"Manhattan",47,6,2,3,0,42,47,5,1,1
"750",2020-08-06,"Manhattan",54,6,5,1,0,44,49,5,1,1
"751",2020-08-07,"Manhattan",50,2,4,0,0,43,48,4,1,1
"752",2020-08-08,"Manhattan",23,4,1,3,0,42,47,4,1,1
"753",2020-08-09,"Manhattan",18,3,4,0,0,41,46,4,1,1
"754",2020-08-10,"Manhattan",49,3,5,1,0,40,44,4,1,1
"755",2020-08-11,"Manhattan",42,3,1,2,1,40,44,3,1,2
"756",2020-08-12,"Manhattan",43,2,7,0,0,40,43,4,1,1
"757",2020-08-13,"Manhattan",51,2,7,0,0,39,42,4,1,1
"758",2020-08-14,"Manhattan",44,4,5,1,0,39,42,4,1,1
"759",2020-08-15,"Manhattan",25,2,1,2,0,39,42,4,1,1
"760",2020-08-16,"Manhattan",22,2,1,0,0,39,42,4,1,1
"761",2020-08-17,"Manhattan",57,3,4,1,0,41,43,4,1,1
"762",2020-08-18,"Manhattan",62,6,2,0,0,43,46,4,1,1
"763",2020-08-19,"Manhattan",52,6,9,0,0,45,48,4,1,1
"764",2020-08-20,"Manhattan",33,3,3,0,0,42,46,4,1,1
"765",2020-08-21,"Manhattan",51,3,6,0,0,43,47,4,0,0
"766",2020-08-22,"Manhattan",30,4,6,1,0,44,48,4,0,0
"767",2020-08-23,"Manhattan",16,3,3,1,0,43,47,5,0,0
"768",2020-08-24,"Manhattan",50,1,7,1,0,42,46,5,0,0
"769",2020-08-25,"Manhattan",54,3,6,0,0,41,44,6,0,0
"770",2020-08-26,"Manhattan",52,1,2,1,0,41,43,5,1,1
"771",2020-08-27,"Manhattan",48,5,2,0,0,43,46,5,1,1
"772",2020-08-28,"Manhattan",52,1,2,1,0,43,46,4,1,1
"773",2020-08-29,"Manhattan",23,3,0,0,2,42,45,3,1,1
"774",2020-08-30,"Manhattan",36,1,3,0,1,45,47,3,0,1
"775",2020-08-31,"Manhattan",51,3,5,0,0,45,48,3,0,1
"776",2020-09-01,"Manhattan",55,4,2,0,0,45,48,2,0,1
"777",2020-09-02,"Manhattan",48,6,1,1,0,45,48,2,0,1
"778",2020-09-03,"Manhattan",35,4,1,0,0,43,46,2,0,1
"779",2020-09-04,"Manhattan",30,4,2,1,0,40,43,2,0,1
"780",2020-09-05,"Manhattan",22,0,2,0,0,40,43,2,0,0
"781",2020-09-06,"Manhattan",27,6,1,1,0,38,42,2,0,0
"782",2020-09-07,"Manhattan",41,4,4,1,0,37,41,2,1,1
"783",2020-09-08,"Manhattan",58,6,1,0,0,37,42,2,1,1
"784",2020-09-09,"Manhattan",70,4,3,0,0,40,44,2,0,0
"785",2020-09-10,"Manhattan",57,8,2,0,0,44,48,2,0,0
"786",2020-09-11,"Manhattan",54,5,6,0,0,47,52,3,0,0
"787",2020-09-12,"Manhattan",36,3,3,0,0,49,54,3,0,0
"788",2020-09-13,"Manhattan",42,5,0,0,0,51,56,3,0,0
"789",2020-09-14,"Manhattan",68,5,6,0,0,55,60,3,0,0
"790",2020-09-15,"Manhattan",45,4,5,0,1,53,58,4,0,0
"791",2020-09-16,"Manhattan",55,5,4,1,0,51,56,4,0,0
"792",2020-09-17,"Manhattan",54,6,5,1,0,51,55,4,0,0
"793",2020-09-18,"Manhattan",43,5,5,0,0,49,54,4,0,0
"794",2020-09-19,"Manhattan",25,10,6,1,0,47,53,4,0,1
"795",2020-09-20,"Manhattan",25,4,4,1,0,45,51,5,1,1
"796",2020-09-21,"Manhattan",57,4,1,1,0,43,49,4,1,1
"797",2020-09-22,"Manhattan",51,5,1,0,0,44,50,4,1,1
"798",2020-09-23,"Manhattan",73,3,2,1,0,47,52,3,1,1
"799",2020-09-24,"Manhattan",58,7,4,2,1,47,53,3,1,1
"800",2020-09-25,"Manhattan",68,6,5,1,0,51,57,3,1,1
"801",2020-09-26,"Manhattan",35,5,5,0,0,52,57,3,1,1
"802",2020-09-27,"Manhattan",35,4,1,0,2,54,59,3,1,1
"803",2020-09-28,"Manhattan",58,2,4,0,0,54,59,3,1,1
"804",2020-09-29,"Manhattan",81,9,7,0,0,58,63,4,1,1
"805",2020-09-30,"Manhattan",86,12,9,1,0,60,67,5,1,1
"806",2020-10-01,"Manhattan",87,9,3,0,0,64,71,5,0,1
"807",2020-10-02,"Manhattan",77,8,6,0,0,66,73,5,0,0
"808",2020-10-03,"Manhattan",47,2,5,0,0,67,74,5,0,0
"809",2020-10-04,"Manhattan",29,4,4,0,0,66,73,5,0,0
"810",2020-10-05,"Manhattan",84,24,1,0,0,70,80,5,0,0
"811",2020-10-06,"Manhattan",77,7,9,0,0,70,79,5,0,0
"812",2020-10-07,"Manhattan",75,9,5,1,0,68,77,5,0,0
"813",2020-10-08,"Manhattan",79,6,5,0,0,67,75,5,0,0
"814",2020-10-09,"Manhattan",72,7,4,0,0,66,75,5,0,0
"815",2020-10-10,"Manhattan",45,6,5,0,0,66,75,5,0,0
"816",2020-10-11,"Manhattan",29,8,5,2,0,66,75,5,0,0
